1/1/07,18:30:00,1/1/07,18:33:00,0.00163299
1/1/07,18:30:00,1/1/07,18:42:00,0.049484
1/1/07,18:30:00,1/1/07,18:45:00,0.0476816
1/1/07,18:30:00,1/1/07,18:48:00,0.0455411
1/1/07,18:30:00,1/1/07,18:49:00,0.0448347
1/1/07,18:30:00,1/1/07,18:52:00,0.0504837
1/1/07,18:30:00,1/1/07,18:53:00,0.0525644
1/1/07,18:30:00,1/1/07,18:54:00,0.0540485
1/1/07,18:30:00,1/1/07,19:03:00,0.0607937
1/1/07,18:30:00,1/1/07,19:04:00,0.0609213
1/1/07,18:30:00,1/1/07,19:09:00,0.0612879
1/1/07,18:30:00,1/1/07,19:15:00,0.0574746
1/1/07,18:30:00,1/1/07,19:19:00,0.0590597
1/1/07,18:30:00,1/1/07,19:21:00,0.0595345
1/1/07,18:30:00,1/1/07,19:27:00,0.0601505
1/1/07,18:30:00,1/1/07,19:31:00,0.0601188
1/1/07,18:30:00,1/1/07,19:32:00,0.0600737
1/1/07,18:30:00,1/1/07,19:37:00,0.0614875
1/1/07,18:30:00,1/1/07,19:38:00,0.0652363
1/1/07,18:30:00,1/1/07,19:39:00,0.0688111
1/1/07,18:30:00,1/1/07,19:42:00,0.0775102
1/1/07,18:30:00,1/1/07,19:43:00,0.0797682
1/1/07,18:30:00,1/1/07,19:47:00,0.0910864
1/1/07,18:30:00,1/1/07,19:48:00,0.0949978
1/1/07,18:30:00,1/1/07,19:52:00,0.0971593
1/1/07,18:30:00,1/1/07,20:08:00,0.0930122
1/1/07,18:30:00,1/1/07,20:10:00,0.0931745
1/1/07,18:30:00,1/1/07,20:12:00,0.0932886
1/1/07,18:30:00,1/1/07,20:15:00,0.0929273
1/1/07,18:30:00,1/1/07,20:17:00,0.0921831
1/1/07,18:30:00,1/1/07,20:20:00,0.0910717
1/1/07,18:30:00,1/1/07,20:22:00,0.0903384
1/1/07,18:30:00,1/1/07,20:23:00,0.0899934
1/1/07,18:30:00,1/1/07,20:24:00,0.0896814
1/1/07,18:30:00,1/1/07,20:29:00,0.0908614
1/1/07,18:30:00,1/1/07,20:32:00,0.0906821
1/1/07,18:30:00,1/1/07,20:34:00,0.0899549
1/1/07,18:30:00,1/1/07,20:36:00,0.0897957
1/1/07,18:30:00,1/1/07,20:38:00,0.0900201
1/1/07,18:30:00,1/1/07,20:40:00,0.0902093
1/1/07,18:30:00,1/1/07,20:42:00,0.0903663
1/1/07,18:30:00,1/1/07,20:45:00,0.0905476
1/1/07,18:30:00,1/1/07,20:46:00,0.0905947
1/1/07,18:30:00,1/1/07,20:47:00,0.0906357
1/1/07,18:30:00,1/1/07,20:48:00,0.0906707
1/1/07,18:30:00,1/1/07,20:50:00,0.0907241
1/1/07,18:30:00,1/1/07,20:54:00,0.0907699
1/1/07,18:30:00,1/1/07,20:57:00,0.0905165
