1/1/07,0:10:00,1/1/07,0:11:00,4.57145e-159
1/1/07,0:10:00,1/1/07,0:12:00,3.2325e-159
1/1/07,0:10:00,1/1/07,0:15:00,2.04441e-159
1/1/07,0:10:00,1/1/07,0:25:00,0.0979809
1/1/07,0:10:00,1/1/07,0:26:00,0.104855
1/1/07,0:10:00,1/1/07,0:27:00,0.109618
1/1/07,0:10:00,1/1/07,0:28:00,0.112801
1/1/07,0:10:00,1/1/07,0:29:00,0.115144
1/1/07,0:10:00,1/1/07,0:30:00,0.116868
1/1/07,0:10:00,1/1/07,0:32:00,0.11873
1/1/07,0:10:00,1/1/07,0:36:00,0.118989
1/1/07,0:10:00,1/1/07,0:41:00,0.11178
1/1/07,0:10:00,1/1/07,0:42:00,0.110612
1/1/07,0:10:00,1/1/07,0:44:00,0.108353
1/1/07,0:10:00,1/1/07,0:45:00,0.107262
1/1/07,0:10:00,1/1/07,0:52:00,0.110989
1/1/07,0:10:00,1/1/07,0:53:00,0.111713
1/1/07,0:10:00,1/1/07,0:59:00,0.113928
1/1/07,0:10:00,1/1/07,1:00:00,0.114043
1/1/07,0:10:00,1/1/07,1:01:00,0.112919
1/1/07,0:10:00,1/1/07,1:07:00,0.106849
1/1/07,0:10:00,1/1/07,1:08:00,0.10593
1/1/07,0:10:00,1/1/07,1:09:00,0.105032
1/1/07,0:10:00,1/1/07,1:13:00,0.101671
1/1/07,0:10:00,1/1/07,1:20:00,0.100429
1/1/07,0:10:00,1/1/07,1:21:00,0.0997229
1/1/07,0:10:00,1/1/07,1:24:00,0.0976988
1/1/07,0:10:00,1/1/07,1:26:00,0.0964143
1/1/07,0:10:00,1/1/07,1:27:00,0.0966259
1/1/07,0:10:00,1/1/07,1:33:00,0.0973962
1/1/07,0:10:00,1/1/07,1:34:00,0.097456
1/1/07,0:10:00,1/1/07,1:37:00,0.0975429
1/1/07,0:10:00,1/1/07,1:49:00,0.0918813
