1/1/07,1:50:00,1/1/07,1:56:00,0.058046
1/1/07,1:50:00,1/1/07,2:00:00,0.0520021
1/1/07,1:50:00,1/1/07,2:06:00,0.0532734
1/1/07,1:50:00,1/1/07,2:08:00,0.0523593
1/1/07,1:50:00,1/1/07,2:09:00,0.0525353
1/1/07,1:50:00,1/1/07,2:14:00,0.0517163
1/1/07,1:50:00,1/1/07,2:27:00,0.0623067
1/1/07,1:50:00,1/1/07,2:32:00,0.0622718
1/1/07,1:50:00,1/1/07,2:33:00,0.0624181
1/1/07,1:50:00,1/1/07,2:40:00,0.0619967
1/1/07,1:50:00,1/1/07,2:42:00,0.0613823
1/1/07,1:50:00,1/1/07,2:48:00,0.0717059
1/1/07,1:50:00,1/1/07,2:52:00,0.070414
1/1/07,1:50:00,1/1/07,2:53:00,0.0728112
1/1/07,1:50:00,1/1/07,2:57:00,0.0827775
1/1/07,1:50:00,1/1/07,3:00:00,0.0875145
1/1/07,1:50:00,1/1/07,3:01:00,0.0889722
1/1/07,1:50:00,1/1/07,3:03:00,0.0916394
1/1/07,1:50:00,1/1/07,3:07:00,0.0939894
1/1/07,1:50:00,1/1/07,3:10:00,0.0922356
1/1/07,1:50:00,1/1/07,3:21:00,0.0921128
1/1/07,1:50:00,1/1/07,3:26:00,0.0897848
1/1/07,1:50:00,1/1/07,3:27:00,0.0893352
1/1/07,1:50:00,1/1/07,3:35:00,0.0868881
1/1/07,1:50:00,1/1/07,3:41:00,0.0850354
1/1/07,1:50:00,1/1/07,3:43:00,0.0844492
1/1/07,1:50:00,1/1/07,3:47:00,0.0852053
1/1/07,1:50:00,1/1/07,3:48:00,0.0853626
1/1/07,1:50:00,1/1/07,3:49:00,0.0855085
1/1/07,1:50:00,1/1/07,3:52:00,0.0858826
1/1/07,1:50:00,1/1/07,3:56:00,0.0862509
1/1/07,1:50:00,1/1/07,3:59:00,0.0864433
1/1/07,1:50:00,1/1/07,4:00:00,0.0864933
1/1/07,1:50:00,1/1/07,4:03:00,0.0858929
1/1/07,1:50:00,1/1/07,4:05:00,0.085267
1/1/07,1:50:00,1/1/07,4:07:00,0.0846508
1/1/07,1:50:00,1/1/07,4:08:00,0.0851736
1/1/07,1:50:00,1/1/07,4:09:00,0.0855842
1/1/07,1:50:00,1/1/07,4:10:00,0.085351
1/1/07,1:50:00,1/1/07,4:11:00,0.0851265
1/1/07,1:50:00,1/1/07,4:12:00,0.0848836
1/1/07,1:50:00,1/1/07,4:15:00,0.0841606
1/1/07,1:50:00,1/1/07,4:26:00,0.0831421
1/1/07,1:50:00,1/1/07,4:29:00,0.0833373
1/1/07,1:50:00,1/1/07,4:31:00,0.0834433
1/1/07,1:50:00,1/1/07,4:32:00,0.0834896
1/1/07,1:50:00,1/1/07,4:33:00,0.0835316
1/1/07,1:50:00,1/1/07,4:34:00,0.0835695
1/1/07,1:50:00,1/1/07,4:35:00,0.0836034
1/1/07,1:50:00,1/1/07,4:48:00,0.0850149
1/1/07,1:50:00,1/1/07,4:51:00,0.0855438
1/1/07,1:50:00,1/1/07,4:57:00,0.0845807
1/1/07,1:50:00,1/1/07,4:58:00,0.0844347
1/1/07,1:50:00,1/1/07,4:59:00,0.0844751
1/1/07,1:50:00,1/1/07,5:00:00,0.0845124
1/1/07,1:50:00,1/1/07,5:05:00,0.0846543
1/1/07,1:50:00,1/1/07,5:11:00,0.0841844
1/1/07,1:50:00,1/1/07,5:13:00,0.0838827
1/1/07,1:50:00,1/1/07,5:17:00,0.0832292
1/1/07,1:50:00,1/1/07,5:19:00,0.0828854
1/1/07,1:50:00,1/1/07,5:31:00,0.0958689
1/1/07,1:50:00,1/1/07,5:33:00,0.0966353
1/1/07,1:50:00,1/1/07,5:38:00,0.0974275
1/1/07,1:50:00,1/1/07,5:43:00,0.0975161
1/1/07,1:50:00,1/1/07,5:48:00,0.0975546
1/1/07,1:50:00,1/1/07,5:58:00,0.0975039
1/1/07,1:50:00,1/1/07,6:04:00,0.0966384
1/1/07,1:50:00,1/1/07,6:07:00,0.0969665
1/1/07,1:50:00,1/1/07,6:08:00,0.0971371
1/1/07,1:50:00,1/1/07,6:11:00,0.0976336
1/1/07,1:50:00,1/1/07,6:13:00,0.0977368
1/1/07,1:50:00,1/1/07,6:16:00,0.097741
1/1/07,1:50:00,1/1/07,6:18:00,0.0977369
1/1/07,1:50:00,1/1/07,6:22:00,0.0977132
1/1/07,1:50:00,1/1/07,6:25:00,0.0976828
1/1/07,1:50:00,1/1/07,6:35:00,0.0975124
1/1/07,1:50:00,1/1/07,6:39:00,0.0971644
1/1/07,1:50:00,1/1/07,6:41:00,0.096874
1/1/07,1:50:00,1/1/07,6:42:00,0.096735
1/1/07,1:50:00,1/1/07,6:43:00,0.0965993
1/1/07,1:50:00,1/1/07,6:47:00,0.0963395
1/1/07,1:50:00,1/1/07,6:48:00,0.0964893
1/1/07,1:50:00,1/1/07,6:50:00,0.0967699
1/1/07,1:50:00,1/1/07,7:00:00,0.0960768
1/1/07,1:50:00,1/1/07,7:01:00,0.096064
1/1/07,1:50:00,1/1/07,7:07:00,0.0959703
1/1/07,1:50:00,1/1/07,7:12:00,0.095872
1/1/07,1:50:00,1/1/07,7:13:00,0.0958503
1/1/07,1:50:00,1/1/07,7:15:00,0.0956928
1/1/07,1:50:00,1/1/07,7:17:00,0.0954404
1/1/07,1:50:00,1/1/07,7:19:00,0.0951877
1/1/07,1:50:00,1/1/07,7:26:00,0.094322
1/1/07,1:50:00,1/1/07,7:34:00,0.0933878
1/1/07,1:50:00,1/1/07,7:35:00,0.0934754
1/1/07,1:50:00,1/1/07,7:38:00,0.0933589
1/1/07,1:50:00,1/1/07,7:41:00,0.0929795
1/1/07,1:50:00,1/1/07,7:45:00,0.0924798
1/1/07,1:50:00,1/1/07,7:46:00,0.0923563
1/1/07,1:50:00,1/1/07,7:51:00,0.0917441
1/1/07,1:50:00,1/1/07,7:54:00,0.0922289
1/1/07,1:50:00,1/1/07,7:55:00,0.0924412
1/1/07,1:50:00,1/1/07,7:58:00,0.0930313
1/1/07,1:50:00,1/1/07,7:59:00,0.0932215
1/1/07,1:50:00,1/1/07,8:10:00,0.092949
