1/1/07,0:10:00,1/1/07,0:11:00,0
1/1/07,0:10:00,1/1/07,0:13:00,0
1/1/07,0:10:00,1/1/07,0:17:00,0
1/1/07,0:10:00,1/1/07,0:23:00,0.0388571
1/1/07,0:10:00,1/1/07,0:24:00,0.0534667
1/1/07,0:10:00,1/1/07,0:27:00,0.0863333
1/1/07,0:10:00,1/1/07,0:34:00,0.13272
1/1/07,0:10:00,1/1/07,0:39:00,0.146
1/1/07,0:10:00,1/1/07,0:42:00,0.152303
1/1/07,0:10:00,1/1/07,0:45:00,0.157611
1/1/07,0:10:00,1/1/07,0:46:00,0.159135
1/1/07,0:10:00,1/1/07,0:56:00,0.128426
1/1/07,0:10:00,1/1/07,0:57:00,0.12575
1/1/07,0:10:00,1/1/07,0:58:00,0.123184
1/1/07,0:10:00,1/1/07,1:03:00,0.118778
1/1/07,0:10:00,1/1/07,1:12:00,0.12
1/1/07,0:10:00,1/1/07,1:14:00,0.120246
1/1/07,0:10:00,1/1/07,1:17:00,0.114941
1/1/07,0:10:00,1/1/07,1:19:00,0.113114
1/1/07,0:10:00,1/1/07,1:22:00,0.11274
1/1/07,0:10:00,1/1/07,1:23:00,0.112595
1/1/07,0:10:00,1/1/07,1:29:00,0.10805
1/1/07,0:10:00,1/1/07,1:35:00,0.100512
1/1/07,0:10:00,1/1/07,1:36:00,0.0993563
1/1/07,0:10:00,1/1/07,1:38:00,0.0977079
1/1/07,0:10:00,1/1/07,1:43:00,0.0989574
1/1/07,0:10:00,1/1/07,1:45:00,0.0994167
1/1/07,0:10:00,1/1/07,1:49:00,0.1004
